BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
30.03.2024;19:00;CET;30.03.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;82,06;125;328,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
30.03.2024;19:00;CET;30.03.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;82,31;125;329,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
30.03.2024;21:00;CET;31.03.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;149;250;447;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
31.03.2024;00:00;CET;31.03.2024;04:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;218,33;250;655;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
31.03.2024;00:00;CET;31.03.2024;05:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;217;225;921;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
31.03.2024;00:00;CET;01.04.2024;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;145;145;3335;50Hertz;50Hertz;Lippendorf EnBW;Konventionell
31.03.2024;00:00;CET;01.04.2024;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;145;145;3335;50Hertz;50Hertz;Lippendorf VE;Konventionell
31.03.2024;00:00;CET;01.04.2024;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;125,45;200;2070;TenneT DE;TenneT DE;Zolling 5;Konventionell
31.03.2024;00:00;CET;31.03.2024;09:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;76;77;609;50Hertz;50Hertz;50H Berlin Mitte;Konventionell
31.03.2024;00:00;CET;01.04.2024;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;107;222;964;50Hertz;50Hertz;Jänschwalde (Standort);Konventionell
31.03.2024;00:00;CET;31.03.2024;10:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;94;114;844;50Hertz;50Hertz;50H Berlin Marzahn;Konventionell
31.03.2024;00:00;CET;31.03.2024;03:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;64;74;127;50Hertz;50Hertz;Boxberg (Standort);Konventionell
31.03.2024;00:00;CET;01.04.2024;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;125,45;200;2070;TenneT DE;TenneT DE;Börse;Sonstiges
31.03.2024;03:00;CEST;31.03.2024;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;165;244;1321;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
31.03.2024;03:00;CEST;01.04.2024;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;126;272;2012;50Hertz;50Hertz;Schwarze Pumpe (Standort);Konventionell
31.03.2024;03:00;CEST;31.03.2024;13:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;41,33;183;248;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
31.03.2024;03:30;CEST;31.03.2024;08:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;225;250;1125;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
31.03.2024;04:00;CEST;31.03.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112,89;200;536,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
31.03.2024;05:00;CEST;31.03.2024;11:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;240,46;300;1563;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
31.03.2024;05:00;CEST;31.03.2024;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;12;12;12;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
31.03.2024;05:00;CEST;31.03.2024;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;12;10;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Wustermark;Erneuerbar
31.03.2024;05:00;CEST;31.03.2024;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;5;5;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
31.03.2024;06:00;CEST;31.03.2024;06:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;75;104;37,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
31.03.2024;06:00;CEST;31.03.2024;06:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;9;9;2,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
31.03.2024;06:30;CEST;31.03.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;226;250;2150;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
31.03.2024;07:00;CEST;31.03.2024;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;9;9;9;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
31.03.2024;07:00;CEST;31.03.2024;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;83;83;83;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
31.03.2024;08:00;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;154;248;926;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H PV Witznitz;Erneuerbar
31.03.2024;09:00;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;199;248;993;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-31-GUD;Konventionell
31.03.2024;09:00;CEST;31.03.2024;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;14;22;29;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
31.03.2024;09:00;CEST;31.03.2024;13:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;3;5;5;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Wessin;Erneuerbar
31.03.2024;09:00;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;15;24;73;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
31.03.2024;09:00;CEST;31.03.2024;17:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;243;290;1765;50Hertz;50Hertz;Börse;Sonstiges
31.03.2024;10:00;CEST;31.03.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;67,83;83;407;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Frankfurt West 4;Konventionell
31.03.2024;10:00;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;6;5;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
31.03.2024;10:00;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;17;32;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
31.03.2024;10:00;CEST;31.03.2024;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;6;4;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
31.03.2024;10:30;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;315;50Hertz;TenneT DE;50H_TEN_CR_S1_ATF;Erneuerbar
31.03.2024;10:30;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;315;50Hertz;TenneT DE;50H_AVA_CR_FOE;Erneuerbar
31.03.2024;10:30;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;210;50Hertz;TenneT DE;50H_MNS_CR_MA_Nord;Erneuerbar
31.03.2024;10:30;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;350;50Hertz;TenneT DE;50H_AVA_CR_WOL;Erneuerbar
31.03.2024;10:30;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;80;80;280;50Hertz;TenneT DE;50H_MNS_CR_LAU_Nord;Erneuerbar
31.03.2024;10:30;CEST;31.03.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;80;80;280;50Hertz;TenneT DE;50H_TEN_CR_M2_VIB;Erneuerbar
31.03.2024;14:15;CEST;31.03.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;40;40;70;50Hertz;50Hertz;50H_WEMA_CR_GOE;Erneuerbar
31.03.2024;15:15;CEST;31.03.2024;15:45;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung reduzieren;4;6;2;50Hertz;EnDK;Börse;Sonstiges
31.03.2024;23:45;CEST;01.04.2024;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;25;Amprion;Amprion & RTE;NIEDERAUSSEM_G;Konventionell
31.03.2024;23:45;CEST;01.04.2024;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;25;Amprion;Amprion & RTE;Börse;Sonstiges
01.04.2024;00:00;CEST;01.04.2024;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;195;200;2045;Amprion;Amprion & RTE;NIEDERAUSSEM_G;Konventionell
01.04.2024;00:00;CEST;01.04.2024;11:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;145;145;1595;50Hertz;50Hertz;Lippendorf VE;Konventionell
01.04.2024;00:00;CEST;01.04.2024;11:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;145;145;1595;50Hertz;50Hertz;Lippendorf EnBW;Konventionell
01.04.2024;00:00;CEST;01.04.2024;09:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;121,53;175;1093,75;TenneT DE;TenneT DE;Zolling 5;Konventionell
01.04.2024;00:00;CEST;01.04.2024;09:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;209;290;1878;50Hertz;50Hertz;Börse;Sonstiges
01.04.2024;00:00;CEST;01.04.2024;09:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;121,53;175;1093,75;TenneT DE;TenneT DE;Börse;Sonstiges
01.04.2024;06:00;CEST;01.04.2024;11:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;244;250;1220;50Hertz;50Hertz;Schwarze Pumpe (Standort);Konventionell
01.04.2024;09:00;CEST;01.04.2024;14:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;213,91;230;1230;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
01.04.2024;09:00;CEST;01.04.2024;11:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;46;46;92;50Hertz;50Hertz;50H PV Witznitz;Erneuerbar
01.04.2024;10:00;CEST;01.04.2024;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;120;45;Amprion;Amprion & RTE;Börse;Sonstiges
01.04.2024;11:00;CEST;01.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;240;TransnetBW;TenneT DE & APG;Vorarlberger Ilwerke;Erneuerbar
01.04.2024;14:00;CEST;01.04.2024;14:45;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;106,67;160;80;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
01.04.2024;14:30;CEST;01.04.2024;17:00;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;20;43;20;50Hertz;50Hertz;Börse;Sonstiges
01.04.2024;19:15;CEST;01.04.2024;21:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;1;1;2;50Hertz;50Hertz;Börse;Sonstiges
01.04.2024;19:15;CEST;02.04.2024;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;47;100;222;50Hertz;50Hertz;50H UW Bertikow;Erneuerbar
01.04.2024;21:00;CEST;02.04.2024;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;49;70;146;50Hertz;50Hertz;Schwarze Pumpe (Standort);Konventionell
02.04.2024;00:00;CEST;02.04.2024;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;51;115;881;50Hertz;50Hertz;50H_WEMA_CR_GOE;Erneuerbar
02.04.2024;01:15;CEST;03.04.2024;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;26;100;191;50Hertz;50Hertz;Börse;Sonstiges
02.04.2024;01:15;CEST;03.04.2024;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;44;150;621;50Hertz;50Hertz;50H UW Bertikow;Erneuerbar
02.04.2024;02:00;CEST;02.04.2024;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;188;270;754;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEISWEILER_H;Konventionell
02.04.2024;02:00;CEST;02.04.2024;13:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;338,64;999;3809,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
02.04.2024;02:00;CEST;02.04.2024;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112,5;209;450;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
02.04.2024;02:45;CEST;02.04.2024;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;117;200;1079;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
02.04.2024;03:00;CEST;02.04.2024;05:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;87;135;196;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_K;Konventionell
02.04.2024;03:00;CEST;02.04.2024;13:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;240;420;2455;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_20;Konventionell
02.04.2024;04:30;CEST;02.04.2024;10:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;238;600;1368;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;GUD_HERNE_6;Konventionell
02.04.2024;05:30;CEST;02.04.2024;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;168;317;378;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.04.2024;05:30;CEST;02.04.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;234;300;2925;50Hertz;50Hertz;50H_EDIS_CR_PAS;Erneuerbar
02.04.2024;05:45;CEST;02.04.2024;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;62;62;16;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
02.04.2024;05:45;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;28,85;43;93,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Jardelund;Erneuerbar
02.04.2024;06:00;CEST;03.04.2024;00:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;431,88;792;3455;TenneT DE;TenneT DE;Börse;Sonstiges
02.04.2024;06:00;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;85;85;254;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
02.04.2024;06:00;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;104;116;311;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
02.04.2024;06:00;CEST;02.04.2024;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;12;12;48;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Rostock Marienehe;Konventionell
02.04.2024;06:45;CEST;02.04.2024;09:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;200;450;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_K;Konventionell
02.04.2024;06:45;CEST;02.04.2024;09:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;200;450;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_G;Konventionell
02.04.2024;07:00;CEST;02.04.2024;20:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;69,46;84;903;TenneT DE;TenneT DE;Frankfurt West 4;Konventionell
02.04.2024;07:00;CEST;02.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;168;200;1175;Amprion;50Hertz;WEISWEILER_H;Konventionell
02.04.2024;07:00;CEST;02.04.2024;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;175;200;175;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Datteln_4;Konventionell
02.04.2024;07:00;CEST;02.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;156;200;1095;50Hertz;50Hertz;50H OWP Arkona;Erneuerbar
02.04.2024;07:00;CEST;02.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;121;150;850;50Hertz;50Hertz;50H OWP Arcadis Ost 1;Erneuerbar
02.04.2024;07:00;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;62;64;124;50Hertz;TenneT DE;Schwarze Pumpe (Standort);Konventionell
02.04.2024;07:00;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;64;84;129;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
02.04.2024;07:00;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;91;91;182;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
02.04.2024;07:15;CEST;02.04.2024;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;74;200;130;Amprion;50Hertz;Börse;Sonstiges
02.04.2024;07:15;CEST;02.04.2024;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;8;8;6;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;GAMOR_ROEMER;Konventionell
02.04.2024;07:30;CEST;02.04.2024;09:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;137;180;240;Amprion;50Hertz;Datteln_4;Konventionell
02.04.2024;08:00;CEST;02.04.2024;18:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;64;100;434;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEISWEILER_H;Konventionell
02.04.2024;08:00;CEST;02.04.2024;08:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;105;180;52,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.04.2024;08:00;CEST;02.04.2024;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;2400;50Hertz;50Hertz;50H OWP Wikinger;Erneuerbar
02.04.2024;09:00;CEST;02.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;156;200;780;Amprion;50Hertz;NIEHL-31-GUD;Konventionell
02.04.2024;09:00;CEST;02.04.2024;20:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68;84;342;50Hertz;TenneT DE;50H UW Bertikow;Erneuerbar
02.04.2024;09:15;CEST;02.04.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;100;700;50Hertz;50Hertz;50H_EDIS_CR_SOW_Sued;Erneuerbar
02.04.2024;10:00;CEST;02.04.2024;18:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;54;75;40,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.04.2024;10:30;CEST;02.04.2024;11:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;100;50Hertz;50Hertz;50H_MNS_CR_KLM;Erneuerbar
02.04.2024;10:30;CEST;02.04.2024;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;78,46;100;510;TenneT DE;TenneT DE;SHN Cluster Handewitt T414 T415;Erneuerbar
02.04.2024;12:00;CEST;02.04.2024;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;62;84;437;50Hertz;TenneT DE;50H OWP Arkona;Erneuerbar
02.04.2024;12:00;CEST;02.04.2024;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;75;100;450;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
02.04.2024;12:00;CEST;02.04.2024;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;29;29;29;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
02.04.2024;12:00;CEST;02.04.2024;17:00;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung reduzieren;44;59;210;50Hertz;EnDK;Börse;Sonstiges
02.04.2024;13:15;CEST;02.04.2024;14:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;30;30;45;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
02.04.2024;14:00;CEST;03.04.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;236,75;350;2367,5;TenneT DE;TenneT DE;ReserveKW Staudinger 5;Konventionell
02.04.2024;14:00;CEST;03.04.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;324,5;690;3245;TenneT DE;TenneT DE;Börse;Sonstiges
02.04.2024;20:15;CEST;03.04.2024;00:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;234;340;877,5;TenneT DE;TenneT DE;ReserveKW Staudinger 4;Konventionell
03.04.2024;00:00;CEST;03.04.2024;04:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;315,25;560;1261;TenneT DE;TenneT DE;Börse;Sonstiges
03.04.2024;00:00;CEST;03.04.2024;03:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;383,33;400;1150;TenneT DE;TenneT DE;ReserveKW Staudinger 5;Konventionell
03.04.2024;00:00;CEST;03.04.2024;03:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;383,33;400;1150;TenneT DE;TenneT DE;ReserveKW Staudinger 4;Konventionell
03.04.2024;00:00;CEST;03.04.2024;03:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;766,67;800;2300;TenneT DE;TenneT DE;Börse;Sonstiges
03.04.2024;01:15;CEST;03.04.2024;05:00;CEST;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;9;14;16;50Hertz;50Hertz;Börse;Sonstiges
03.04.2024;07:00;CEST;03.04.2024;20:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65,46;84;851;TenneT DE;TenneT DE;Frankfurt West 4;Konventionell
03.04.2024;07:00;CEST;03.04.2024;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;67;74;704;50Hertz;TenneT DE;Lippendorf VE;Konventionell
03.04.2024;08:00;CEST;03.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;56;60;335;50Hertz;50Hertz;Börse;Sonstiges
03.04.2024;08:00;CEST;03.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;48;50;285;50Hertz;50Hertz;50H Hamburg Wedel1;Konventionell
03.04.2024;09:00;CEST;03.04.2024;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;10;50;50Hertz;50Hertz;50H Stralsund BHKW+PtH;Konventionell
03.04.2024;10:00;CEST;03.04.2024;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;7;14;65;50Hertz;TenneT DE;Boxberg (Standort);Konventionell
03.04.2024;10:45;CEST;03.04.2024;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;13,65;16;58;TenneT DE;TenneT DE;Frankfurt West 3;Konventionell
